timestamp,par,direcao,preco_entrada,score_tecnico,score_ia
2025-04-09 19:06:14,DOGE/USDT,buy,,20,
2025-04-09 19:14:25,XRP/USDT,buy,,30,
2025-04-09 20:03:10,DOGE/USDT,buy,,20,
2025-04-09 20:05:12,DOGE/USDT,buy,,20,
2025-04-09 20:07:14,DOGE/USDT,buy,,30,
2025-04-09 20:09:17,TRX/USDT,sell,,20,
2025-04-09 20:10:19,TRX/USDT,sell,,40,
2025-04-09 20:11:20,TRX/USDT,sell,,40,
2025-04-09 20:12:21,TRX/USDT,sell,,40,
2025-04-09 20:13:22,DOGE/USDT,buy,,30,
2025-04-09 20:13:23,TRX/USDT,sell,,30,
2025-04-09 20:14:24,XRP/USDT,buy,,30,
2025-04-09 20:14:24,DOGE/USDT,buy,,30,
2025-04-09 20:14:25,TRX/USDT,sell,,40,
2025-04-09 20:15:25,XRP/USDT,buy,,30,
2025-04-09 20:15:26,DOGE/USDT,buy,,30,
2025-04-09 20:15:27,TRX/USDT,sell,,40,
2025-04-09 20:16:28,XRP/USDT,buy,,40,
2025-04-09 20:16:28,DOGE/USDT,buy,,30,
2025-04-09 20:16:29,TRX/USDT,sell,,40,
2025-04-09 20:17:30,XRP/USDT,buy,,40,
2025-04-09 20:17:31,DOGE/USDT,buy,,30,
2025-04-09 20:18:32,TRX/USDT,sell,,40,
2025-04-09 20:29:53,DOGE/USDT,sell,,30,
2025-04-09 20:30:55,DOGE/USDT,sell,,40,
2025-04-09 20:31:56,DOGE/USDT,sell,,30,
2025-04-09 20:32:58,DOGE/USDT,sell,,30,
2025-04-09 20:33:59,DOGE/USDT,sell,,30,
2025-04-09 20:35:00,DOGE/USDT,sell,,30,
2025-04-09 20:38:04,TRX/USDT,buy,,20,
2025-04-09 20:39:05,TRX/USDT,buy,,20,
2025-04-09 20:40:07,TRX/USDT,buy,,20,
2025-04-09 20:43:11,TRX/USDT,buy,,30,
2025-04-09 20:48:15,DOGE/USDT,buy,,40,
2025-04-09 20:48:16,TRX/USDT,sell,,20,
2025-04-09 20:49:17,DOGE/USDT,buy,,40,
2025-04-09 22:50:06,DOGE/USDT,sell,,30,
2025-04-09 22:50:07,TRX/USDT,sell,,30,
2025-04-09 23:00:55,XRP/USDT,buy,,30,
2025-04-09 23:02:01,XRP/USDT,buy,,30,
2025-04-09 23:03:02,XRP/USDT,buy,,30,
2025-04-09 23:03:03,DOGE/USDT,buy,,30,
2025-04-09 23:48:35,DOGE/USDT,buy,,30,
2025-04-09 23:49:36,XRP/USDT,buy,,30,
2025-04-09 23:50:37,XRP/USDT,buy,,30,
2025-04-09 23:51:38,XRP/USDT,buy,,30,
